,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Iddate,Idchg,machg,TradingDate_x,Symbol_x,ShortName,PE,PB,PS,Turnover,Liquidility,Symbol_y,TradingDate_y,Volatility,Beta1,Cor1,NonSysRisk1,Rsq1,ARsq1,time
29,600641.SH,20150528,9.95,10.18,9.24,9.26,9.97,-0.71,-7.12,406491.66,400879.673,20150528,-6.5048,-0.06645535424846039,20150528,600641,万业企业,18.639541,1.966909,4.08841,0.05042,0.000175,600641.0,20150528,0.375492,1.123186,0.701803,0.07083,0.492528,0.490481,29
30,600641.SH,20150529,9.2,9.48,8.9,9.27,9.26,0.01,0.11,276490.62,254171.043,20150529,-0.1844,0.008450269456842019,20150529,600641,万业企业,18.65967,1.969033,4.092825,0.0343,0.000167,600641.0,20150529,0.375451,1.125088,0.701996,0.070847,0.492799,0.490754,30
31,600641.SH,20150601,9.35,10.06,9.22,9.94,9.27,0.67,7.23,327777.53,318804.536,20150601,4.7052,0.060718387804114204,20150601,600641,万业企业,20.00832,2.111348,4.388639,0.04066,0.000227,600641.0,20150601,0.381257,1.13628,0.712984,0.075557,0.508346,0.506364,31
32,600641.SH,20150602,10.0,10.58,9.8,10.42,9.94,0.48,4.83,448822.53,454811.414,20150602,1.6938,0.04701307012577827,20150602,600641,万业企业,20.974516,2.213304,4.600565,0.05567,0.000166,600641.0,20150602,0.38348,1.143417,0.715559,0.077084,0.512025,0.510057,32
33,600641.SH,20150603,10.39,10.39,9.93,10.23,10.42,-0.19,-1.82,311083.06,316537.779,20150603,-0.0112,0.007484960666357843,20150603,600641,万业企业,20.592064,2.172946,4.516678,0.03859,0.00013,600641.0,20150603,0.383782,1.142613,0.714516,0.076935,0.510533,0.50856,33
34,600641.SH,20150604,10.25,10.29,9.46,10.23,10.23,0.0,0.0,270658.53,269555.007,20150604,0.7561,-0.0051672465465566475,20150604,600641,万业企业,20.592064,2.172946,4.516678,0.03357,9.8e-05,600641.0,20150604,0.383704,1.141816,0.714191,0.076838,0.510069,0.508094,34
35,600641.SH,20150605,10.35,11.15,10.2,10.93,10.23,0.7,6.84,615989.36,662349.763,20150605,1.5361,0.03560066138320295,20150605,600641,万业企业,22.0011,2.321633,4.825737,0.07641,9.9e-05,600641.0,20150605,0.38872,1.15196,0.711288,0.07838,0.505931,0.503939,35
36,600641.SH,20150608,10.95,11.32,10.83,11.02,10.93,0.09,0.82,497655.53,551439.416,20150608,2.1657,0.006185967677509119,20150608,600641,万业企业,22.182262,2.34075,4.865473,0.06173,8.5e-05,600641.0,20150608,0.388487,1.149325,0.710656,0.078142,0.505031,0.503035,36
37,600641.SH,20150609,11.02,11.06,10.66,10.96,11.02,-0.06,-0.54,281537.72,305321.631,20150609,-0.3575,-0.003455677183944683,20150609,600641,万业企业,22.061487,2.328005,4.838982,0.03492,7.5e-05,600641.0,20150609,0.388605,1.149815,0.710986,0.078251,0.5055,0.503506,37
38,600641.SH,20150610,10.85,11.36,10.55,11.09,10.96,0.13,1.19,315179.01,352857.863,20150610,-0.1466,0.026053895698253005,20150610,600641,万业企业,22.323166,2.355618,4.896379,0.0391,7e-05,600641.0,20150610,0.388573,1.150394,0.710714,0.07818,0.505114,0.503119,38
39,600641.SH,20150611,11.08,11.32,10.97,11.23,11.09,0.14,1.26,259569.82,289827.429,20150611,0.3047,0.020553193722773644,20150611,600641,万业企业,22.604973,2.385356,4.958191,0.0322,6.7e-05,600641.0,20150611,0.388299,1.14973,0.710736,0.078074,0.505146,0.50315,39
0,600614.SH,20150107,13.67,13.91,13.5,13.9,13.71,0.19,1.39,125652.5,172829.135,20150107,0.6716,0.004345464421510181,20150107,600614,鼎立股份,129.915357,3.751866,7.864841,0.02215,7.9e-05,600614.0,20150107,0.335758,0.568588,0.292942,0.009748,0.085815,0.082129,0
1,600614.SH,20150108,13.95,14.18,13.63,13.74,13.9,-0.16,-1.15,110412.3,153389.535,20150108,-2.3859,-0.0006084369929694189,20150108,600614,鼎立股份,128.419929,3.708679,7.774311,0.01946,7.8e-05,600614.0,20150108,0.33598,0.568331,0.295033,0.0099,0.087044,0.083363,1
2,600614.SH,20150109,13.74,14.08,13.4,13.65,13.74,-0.09,-0.66,120544.28,165690.391,20150109,-0.2442,-0.007677737942231033,20150109,600614,鼎立股份,127.57875,3.684387,7.723387,0.02124,7e-05,600614.0,20150109,0.333549,0.556651,0.290637,0.009466,0.08447,0.080778,2
3,600614.SH,20150112,13.47,13.6,13.2,13.25,13.65,-0.4,-2.93,81089.13,108403.297,20150112,-1.7074,-0.012304441187497739,20150112,600614,鼎立股份,123.840179,3.576419,7.497061,0.01429,0.000104,600614.0,20150112,0.334902,0.567264,0.296158,0.009903,0.087709,0.084031,3
4,600614.SH,20150113,13.12,14.3,13.12,14.09,13.25,0.84,6.34,157972.05,219784.058,20150113,0.1853,0.022982952584719385,20150113,600614,鼎立股份,131.691179,3.803151,7.972346,0.02784,0.00013,600614.0,20150113,0.340025,0.570185,0.292516,0.00998,0.085566,0.081878,4
5,600614.SH,20150114,14.1,14.18,13.76,13.94,14.09,-0.15,-1.06,107809.91,149981.02,20150114,-0.3976,0.0017290314161746423,20150114,600614,鼎立股份,130.289215,3.762663,7.887474,0.019,0.000123,600614.0,20150114,0.340062,0.570533,0.291724,0.009928,0.085103,0.081414,5
6,600614.SH,20150115,13.82,14.82,13.82,14.71,13.94,0.77,5.52,170690.33,247431.971,20150115,3.5383,0.006285416530971144,20150115,600614,鼎立股份,137.485965,3.9705,8.323152,0.03008,0.000134,600614.0,20150115,0.344017,0.608439,0.31217,0.01165,0.09745,0.093811,6
7,600614.SH,20150116,14.72,15.06,14.54,14.68,14.71,-0.03,-0.2,125172.31,184543.805,20150116,1.2001,0.01343085536748756,20150116,600614,鼎立股份,137.205572,3.962403,8.306178,0.02206,0.000122,600614.0,20150116,0.343861,0.607099,0.312128,0.011636,0.097424,0.093784,7
8,600614.SH,20150119,14.6,14.6,13.81,14.04,14.68,-0.64,-4.36,143981.97,204656.454,20150119,-7.7046,-0.03273296289199701,20150119,600614,鼎立股份,131.223858,3.789655,7.944056,0.02538,0.00013,600614.0,20150119,0.345187,0.593815,0.327772,0.012918,0.107434,0.103835,8
9,600614.SH,20150120,14.04,15.38,14.04,14.98,14.04,0.94,6.7,159456.78,237223.899,20150120,1.8195,0.04968800554656805,20150120,600614,鼎立股份,140.0095,4.043378,8.475923,0.0281,0.000143,600614.0,20150120,0.350591,0.621348,0.338999,0.014286,0.11492,0.111351,9
10,600614.SH,20150121,14.98,15.3,14.85,15.23,14.98,0.25,1.67,113187.67,170602.298,20150121,4.7449,0.01998432601880884,20150121,600614,鼎立股份,142.346108,4.110858,8.617377,0.01995,0.000139,600614.0,20150121,0.350767,0.607067,0.340003,0.014387,0.115602,0.112036,10
11,600614.SH,20150122,15.23,15.5,15.0,15.28,15.23,0.05,0.33,96725.21,147837.068,20150122,0.5937,0.02064925086438696,20150122,600614,鼎立股份,142.813429,4.124354,8.645667,0.01705,0.000131,600614.0,20150122,0.350608,0.606558,0.338939,0.014285,0.11488,0.111311,11
12,600614.SH,20150123,15.28,15.85,15.17,15.34,15.28,0.06,0.39,118088.49,183756.812,20150123,0.2518,-0.012483924594585805,20150123,600614,鼎立股份,143.374215,4.140549,8.679616,0.02081,0.000123,600614.0,20150123,0.35027200000000003,0.612449,0.342049,0.014522,0.116997,0.113437,12
13,600614.SH,20150126,15.26,15.51,15.2,15.46,15.34,0.12,0.78,97049.76,149224.249,20150126,0.9374,0.026309378806333772,20150126,600614,鼎立股份,154.04521,4.44872,9.325619,0.0171,0.000119,600614.0,20150126,0.349496,0.625694,0.349973,0.015137,0.122481,0.118942,13
14,600614.SH,20150127,15.6,15.78,15.12,15.36,15.46,-0.1,-0.65,91074.73,140724.36,20150127,-0.8933,0.0068241158319484185,20150127,600614,鼎立股份,153.048799,4.419944,9.265298,0.01605,0.000115,600614.0,20150127,0.349369,0.630471,0.352708,0.015364,0.124403,0.120873,14
15,600614.SH,20150128,15.43,15.6,14.9,14.92,15.36,-0.44,-2.86,109097.05,164900.749,20150128,-1.4084,-0.015706960570519235,20150128,600614,鼎立股份,148.664588,4.293331,8.999886,0.01923,0.000118,600614.0,20150128,0.347364,0.621996,0.349533,0.014922,0.122173,0.118634,15
16,600614.SH,20150129,14.88,15.26,14.78,14.85,14.92,-0.07,-0.47,95901.66,143812.271,20150129,-1.3139,-0.0026945301038888703,20150129,600614,鼎立股份,147.9671,4.273188,8.957661,0.0169,0.000114,600614.0,20150129,0.338583,0.615864,0.355084,0.014691,0.126084,0.12256,16
17,600614.SH,20150225,14.92,16.25,14.92,15.89,14.85,1.04,7.0,207696.05,326110.122,20150225,-0.5563,0.0013728064939713125,20150225,600614,鼎立股份,158.329779,4.572455,9.584999,0.0366,0.000215,600614.0,20150225,0.339163,0.593988,0.341166,0.013671,0.116395,0.112832,17
18,600614.SH,20150226,16.1,16.61,15.7,16.38,15.89,0.49,3.08,155286.5,253788.748,20150226,2.153,0.00917923347439964,20150226,600614,鼎立股份,163.212195,4.713456,9.880572,0.02737,0.000168,600614.0,20150226,0.340292,0.608013,0.34869,0.014379,0.121585,0.118043,18
19,600614.SH,20150227,16.27,16.71,16.15,16.22,16.38,-0.16,-0.98,117245.63,192527.599,20150227,0.3621,0.008770893627074727,20150227,600614,鼎立股份,161.617937,4.667415,9.784058,0.02066,0.000129,600614.0,20150227,0.340228,0.604681,0.346512,0.014193,0.120071,0.116522,19
20,600614.SH,20150302,16.25,17.2,16.25,17.16,16.22,0.94,5.8,151366.83,255081.644,20150302,0.7849,0.022679533623549908,20150302,600614,鼎立股份,170.984205,4.937906,10.351075,0.02668,0.000227,600614.0,20150302,0.344521,0.618177,0.350013,0.014875,0.122509,0.118971,20
21,600614.SH,20150303,17.19,17.27,16.74,17.12,17.16,-0.04,-0.23,88521.54,150656.227,20150303,-2.195,0.013514318032981976,20150303,600614,鼎立股份,170.58564,4.926396,10.326947,0.0156,0.000121,600614.0,20150303,0.344516,0.612888,0.349079,0.014794,0.121856,0.118315,21
22,600614.SH,20150304,17.11,17.5,16.83,17.36,17.12,0.24,1.4,69583.94,119558.085,20150304,0.5051,0.008458646616541277,20150304,600614,鼎立股份,172.977027,4.995458,10.471717,0.01226,0.00012,600614.0,20150304,0.344619,0.613866,0.349633,0.014854,0.122243,0.118704,22
23,600614.SH,20150305,17.23,17.7,17.2,17.31,17.36,-0.05,-0.29,78285.87,136484.147,20150305,-0.947,0.0020386766076418983,20150305,600614,鼎立股份,172.478822,4.98107,10.441557,0.0138,9.5e-05,600614.0,20150305,0.34462,0.613793,0.349503,0.014841,0.122152,0.118612,23
24,600614.SH,20150306,17.4,17.5,16.62,16.65,17.31,-0.66,-3.81,119614.61,203362.77,20150306,-0.2244,-0.007324303900481888,20150306,600614,鼎立股份,165.902506,4.79115,10.043439,0.02108,0.000114,600614.0,20150306,0.34693,0.617937,0.349707,0.015036,0.122295,0.118756,24
25,600614.SH,20150309,16.67,17.59,16.67,17.43,16.65,0.78,4.68,85720.51,147633.2,20150309,1.8888,0.014545247126600325,20150309,600614,鼎立股份,173.674516,5.015601,10.513942,0.01511,0.000148,600614.0,20150309,0.349676,0.635714,0.357735,0.016001,0.127974,0.124458,25
26,600614.SH,20150310,17.43,18.36,17.41,18.1,17.43,0.67,3.84,112254.29,204149.967,20150310,-0.4948,0.012453265116802337,20150310,600614,鼎立股份,180.350472,5.208398,10.918092,0.01978,0.000153,600614.0,20150310,0.35149,0.633182,0.35438,0.015876,0.125585,0.122059,26
27,600614.SH,20150311,17.98,18.35,17.67,18.27,18.1,0.17,0.94,102388.22,185179.277,20150311,0.147,0.002748778320746492,20150311,600614,鼎立股份,182.044372,5.257316,11.020638,0.01805,0.000141,600614.0,20150311,0.351561,0.634301,0.35476,0.015917,0.125854,0.12233,27
28,600614.SH,20150312,18.33,18.52,17.77,18.11,18.27,-0.16,-0.88,86451.85,156876.871,20150312,1.7753,-0.014310556173209199,20150312,600614,鼎立股份,180.450113,5.211275,10.924124,0.01524,0.000131,600614.0,20150312,0.351385,0.625582,0.34925,0.015408,0.121975,0.118435,28
29,600614.SH,20150313,18.03,18.36,17.98,18.28,18.11,0.17,0.94,74768.31,136052.139,20150313,0.7043,0.016080053214564183,20150313,600614,鼎立股份,182.144013,5.260194,11.02667,0.01318,0.000125,600614.0,20150313,0.351334,0.625488,0.349343,0.015415,0.122041,0.118501,29
30,600614.SH,20150316,18.28,19.06,18.28,18.95,18.28,0.67,3.67,101226.97,190737.945,20150316,2.2649,0.028804827370278785,20150316,600614,鼎立股份,188.81997,5.452991,11.43082,0.01784,0.000131,600614.0,20150316,0.352783,0.637048,0.355988,0.016149,0.126727,0.123206,30
31,600614.SH,20150317,18.94,19.4,18.47,18.83,18.95,-0.12,-0.63,129709.45,246916.406,20150317,1.5523,0.02570203347627631,20150317,600614,鼎立股份,187.624276,5.41846,11.358435,0.02286,0.000122,600614.0,20150317,0.35275,0.634999,0.353007,0.015876,0.124614,0.121084,31
32,600614.SH,20150318,18.8,19.14,18.5,18.86,18.83,0.03,0.16,71494.59,134902.975,20150318,2.1255,0.031531531531531654,20150318,600614,鼎立股份,187.923199,5.427093,11.376532,0.0126,0.000114,600614.0,20150318,0.352413,0.626825,0.350755,0.015644,0.123029,0.119493,32
33,600614.SH,20150319,18.86,19.42,18.5,19.26,18.86,0.4,2.12,104450.41,199285.958,20150319,0.1389,0.018565489109117816,20150319,600614,鼎立股份,191.908845,5.542195,11.617815,0.01841,0.000113,600614.0,20150319,0.352908,0.627161,0.350342,0.015655,0.122739,0.119202,33
34,600614.SH,20150320,19.25,19.49,18.83,19.03,19.26,-0.23,-1.19,88448.86,169069.414,20150320,0.9783,0.022976407465407078,20150320,600614,鼎立股份,189.617099,5.476011,11.479077,0.01559,0.00011,600614.0,20150320,0.353062,0.621434,0.34745,0.015406,0.120722,0.117176,34
35,600614.SH,20150323,19.2,19.3,18.8,19.0,19.03,-0.03,-0.16,102456.54,194948.683,20150323,1.9465,0.030867563310311485,20150323,600614,鼎立股份,189.318175,5.467379,11.460981,0.01806,0.000104,600614.0,20150323,0.353012,0.613079,0.34446,0.015137,0.118653,0.115099,35
36,600614.SH,20150324,19.06,19.29,18.7,19.24,19.0,0.24,1.26,128430.31,243715.069,20150324,0.0998,0.007287473186212701,20150324,600614,鼎立股份,191.709563,5.53644,11.605751,0.02263,0.000101,600614.0,20150324,0.353156,0.613873,0.344596,0.015163,0.118746,0.115193,36
37,600614.SH,20150325,19.27,21.16,18.91,21.16,19.24,1.92,9.98,181127.69,364026.554,20150325,-0.8312,0.016744945885235785,20150325,600614,鼎立股份,210.840663,6.088933,12.763913,0.03192,0.000111,600614.0,20150325,0.365108,0.599161,0.32447,0.014454,0.105281,0.101673,37
38,600614.SH,20150326,21.21,22.55,21.21,21.88,21.16,0.72,3.4,204673.47,447504.991,20150326,0.5837,-0.012366223854474834,20150326,600614,鼎立股份,218.014825,6.296118,13.198224,0.03607,0.000109,600614.0,20150326,0.36587,0.596625,0.322152,0.014315,0.103782,0.100168,38
39,600614.SH,20150327,21.85,24.0,21.23,23.69,21.88,1.81,8.27,126204.06,284611.745,20150327,0.2445,0.013683109639184288,20150327,600614,鼎立股份,236.049872,6.816958,14.290034,0.02224,0.000118,600614.0,20150327,0.373189,0.601586,0.317841,0.014544,0.101023,0.097398,39
0,600401.SH,20141204,8.3,8.52,8.28,8.51,8.3,0.21,2.53,200817.74,169132.78,20141204,4.3148,0.016811840683964796,20141204,600401,海润光伏,,5.090143,2.816573,0.0566,0.000123,600401.0,20141204,0.385125,1.131167,0.441252,0.028914,0.194704,0.191456,0
1,600401.SH,20141205,8.51,8.54,8.17,8.26,8.51,-0.25,-2.94,184071.74,152926.97,20141205,1.3172,-0.024105936603284528,20141205,600401,海润光伏,,4.940609,2.73383,0.05188,0.000137,600401.0,20141205,0.386328,1.117974,0.434833,0.028244,0.189079,0.185809,1
2,600401.SH,20141208,8.2,8.25,8.02,8.13,8.26,-0.13,-1.57,137288.25,111212.484,20141208,2.8121,-0.004889607267208218,20141208,600401,海润光伏,,4.862851,2.690803,0.0387,0.000138,600401.0,20141208,0.384597,1.060819,0.419857,0.026101,0.17628,0.172959,2
3,600401.SH,20141209,8.13,8.13,7.58,7.63,8.13,-0.5,-6.15,231741.14,182610.564,20141209,-5.4296,-0.03995447184999179,20141209,600401,海润光伏,,4.563783,2.525317,0.06532,0.000166,600401.0,20141209,0.38845,1.05236,0.440143,0.029204,0.193726,0.190475,3
4,600401.SH,20141210,7.63,7.89,7.54,7.88,7.63,0.25,3.28,106505.26,82639.879,20141210,2.9317,0.03760220980969731,20141210,600401,海润光伏,,4.713317,2.60806,0.03002,0.000195,600401.0,20141210,0.389586,1.052519,0.446401,0.030229,0.199274,0.196046,4
5,600401.SH,20141211,7.87,8.28,7.8,8.26,7.88,0.38,4.82,169115.72,136560.337,20141211,-0.4851,0.01679714040944158,20141211,600401,海润光伏,,4.940609,2.73383,0.04767,0.000213,600401.0,20141211,0.392123,1.041904,0.438671,0.029599,0.192432,0.189175,5
6,600401.SH,20141212,8.21,8.32,8.15,8.22,8.26,-0.04,-0.48,94706.76,77895.062,20141212,0.4248,0.012248834966124056,20141212,600401,海润光伏,,4.916684,2.720591,0.02669,0.000197,600401.0,20141212,0.388587,1.017581,0.429311,0.027861,0.184308,0.181019,6
7,600401.SH,20141215,8.22,8.35,8.05,8.33,8.22,0.11,1.34,131078.49,107153.467,20141215,0.519,0.018312215566810286,20141215,600401,海润光伏,,4.982479,2.756998,0.03695,0.000191,600401.0,20141215,0.387137,1.01268,0.428754,0.02758,0.18383,0.180539,7
8,600401.SH,20141216,8.36,8.4,8.05,8.26,8.33,-0.07,-0.84,263453.63,216666.431,20141216,2.3057,-0.006857435474983076,20141216,600401,海润光伏,,4.940609,2.73383,0.07426,0.000178,600401.0,20141216,0.387225,0.996539,0.423381,0.026905,0.179251,0.175942,8
9,600401.SH,20141217,8.2,8.2,7.9,8.04,8.26,-0.22,-2.66,269071.58,215950.97,20141217,1.3074,-0.019970860414555314,20141217,600401,海润光伏,,4.809019,2.661016,0.07584,0.000174,600401.0,20141217,0.386678,0.971491,0.40937,0.025073,0.167584,0.164227,9
10,600401.SH,20141218,7.91,8.04,7.82,7.84,8.04,-0.2,-2.49,150778.54,119312.147,20141218,-0.1143,-0.005077989601387389,20141218,600401,海润光伏,,4.689392,2.594822,0.0425,0.000176,600401.0,20141218,0.387476,0.974709,0.410062,0.025255,0.168151,0.164797,10
11,600401.SH,20141219,7.81,7.83,7.53,7.7,7.84,-0.14,-1.79,120881.67,92863.49,20141219,1.6705,-0.023631913281659922,20141219,600401,海润光伏,,4.605653,2.548485,0.03407,0.000178,600401.0,20141219,0.38789,0.962567,0.405348,0.024728,0.164307,0.160938,11
12,600401.SH,20141222,7.59,7.6,6.93,7.19,7.7,-0.51,-6.62,311867.39,219204.298,20141222,0.6064,-0.060624156504914484,20141222,600401,海润光伏,,4.300603,2.37969,0.02881,0.000185,600401.0,20141222,0.39239,0.962956,0.401334,0.024744,0.161069,0.157686,12
13,600401.SH,20141223,7.14,7.17,6.87,7.11,7.19,-0.08,-1.11,121793.79,85851.622,20141223,-3.0323,-0.013591344258959914,20141223,600401,海润光伏,,4.252752,2.353212,0.01125,0.000182,600401.0,20141223,0.392286,0.942023,0.399045,0.024446,0.159237,0.155846,13
14,600401.SH,20141224,7.13,7.41,7.06,7.4,7.11,0.29,4.08,130327.41,94571.028,20141224,-1.9811,0.031108218189316528,20141224,600401,海润光伏,,4.426212,2.449194,0.01204,0.000196,600401.0,20141224,0.393758,0.899748,0.381801,0.02256,0.145772,0.142328,14
15,600401.SH,20141225,7.46,7.48,7.21,7.3,7.4,-0.1,-1.35,216352.61,157904.539,20141225,3.3643,0.014275446107691714,20141225,600401,海润光伏,,4.366398,2.416097,0.01999,0.00019,600401.0,20141225,0.392921,0.857287,0.370892,0.021197,0.137561,0.134083,15
16,600401.SH,20141226,7.32,7.42,7.07,7.11,7.3,-0.19,-2.6,369666.46,265302.551,20141226,2.7686,-0.0015467189223500322,20141226,600401,海润光伏,,4.252752,2.353212,0.03415,0.000185,600401.0,20141226,0.393764,0.820008,0.357588,0.019783,0.127869,0.124352,16
17,600401.SH,20141229,7.12,7.13,6.88,7.05,7.11,-0.06,-0.84,368111.76,257398.915,20141229,0.3298,-0.020720460918277284,20141229,600401,海润光伏,,4.216864,2.333354,0.03401,0.000178,600401.0,20141229,0.393838,0.822532,0.358289,0.019867,0.128371,0.124857,17
18,600401.SH,20141230,7.0,7.06,6.7,6.8,7.05,-0.25,-3.55,277547.79,189855.577,20141230,-0.0695,-0.016263111941859143,20141230,600401,海润光伏,,4.06733,2.250611,0.02564,0.000179,600401.0,20141230,0.395263,0.824827,0.358101,0.01998,0.128237,0.124722,18
19,600401.SH,20141231,6.73,6.92,6.69,6.91,6.8,0.11,1.62,223835.47,151979.553,20141231,2.1752,0.00932646337536247,20141231,600401,海润光伏,,4.133125,2.287017,0.02068,0.000175,600401.0,20141231,0.38755,0.794767,0.352731,0.01869,0.124419,0.120889,19
20,600401.SH,20150105,6.89,7.09,6.78,7.0,6.91,0.09,1.3,287759.39,199501.365,20150105,3.5813,0.0018200362785754098,20150105,600401,海润光伏,,2.277995,2.223466,0.02658,6.5e-05,600401.0,20150105,0.386969,0.776119,0.350945,0.018448,0.123163,0.119627,20
21,600401.SH,20150106,6.98,7.16,6.9,7.15,7.0,0.15,2.14,259901.57,183590.782,20150106,0.0277,0.026366967219610515,20150106,600401,海润光伏,,2.32681,2.271112,0.02401,9.1e-05,600401.0,20150106,0.38748,0.782507,0.352761,0.018691,0.12444,0.12091,21
22,600401.SH,20150107,7.11,7.31,7.1,7.22,7.15,0.07,0.98,222385.09,160805.484,20150107,0.6716,-0.0022749411960365507,20150107,600401,海润光伏,,2.34959,2.293346,0.02054,8.1e-05,600401.0,20150107,0.387124,0.786529,0.354776,0.018872,0.125866,0.122341,22
23,600401.SH,20150108,7.2,7.29,7.09,7.19,7.22,-0.03,-0.42,160847.57,115664.539,20150108,-2.3859,0.0006228866346322803,20150108,600401,海润光伏,,2.339827,2.283817,0.01486,7e-05,600401.0,20150108,0.387143,0.777016,0.353366,0.018724,0.124868,0.121339,23
24,600401.SH,20150109,7.19,7.37,7.14,7.24,7.19,0.05,0.7,209927.42,152506.792,20150109,-0.2442,-0.010203053208833301,20150109,600401,海润光伏,,2.356098,2.299699,0.01939,6.5e-05,600401.0,20150109,0.387118,0.776235,0.353083,0.018692,0.124668,0.121138,24
25,600401.SH,20150112,7.23,7.52,7.16,7.43,7.24,0.19,2.62,260923.03,193009.247,20150112,-1.7074,-0.011829605759670625,20150112,600401,海润光伏,,2.417929,2.36005,0.0241,7.7e-05,600401.0,20150112,0.387959,0.756785,0.344839,0.01791,0.118914,0.115361,25
26,600401.SH,20150113,7.41,7.48,7.22,7.24,7.43,-0.19,-2.56,323642.22,236993.016,20150113,0.1853,0.022402302613294012,20150113,600401,海润光伏,,2.356098,2.299699,0.0299,8.1e-05,600401.0,20150113,0.387212,0.742121,0.337556,0.017094,0.113944,0.110371,26
27,600401.SH,20150114,7.25,7.96,7.25,7.7,7.24,0.46,6.35,582710.65,446879.455,20150114,-0.3976,-0.0002401277479627817,20150114,600401,海润光伏,,2.505795,2.445812,0.05383,8.9e-05,600401.0,20150114,0.392011,0.733644,0.329408,0.016712,0.10851,0.104915,27
28,600401.SH,20150115,7.66,8.02,7.6,7.89,7.7,0.19,2.47,392498.89,309402.101,20150115,3.5383,0.0015071635302457143,20150115,600401,海润光伏,,2.567626,2.506164,0.03626,8.8e-05,600401.0,20150115,0.39266,0.736219,0.334976,0.017343,0.112209,0.108629,28
29,600401.SH,20150116,7.98,8.5,7.78,8.42,7.89,0.53,6.72,837213.85,686854.587,20150116,1.2001,0.019030188771637757,20150116,600401,海润光伏,,2.740103,2.674512,0.07734,8.9e-05,600401.0,20150116,0.396488,0.745271,0.334628,0.01768,0.111976,0.108395,29
30,600401.SH,20150119,8.12,8.91,8.07,8.53,8.42,0.11,1.31,752510.38,638286.746,20150119,-7.7046,-0.019495023497668296,20150119,600401,海润光伏,,2.7759,2.709452,0.06952,8.3e-05,600401.0,20150119,0.396267,0.615421,0.299153,0.014116,0.089492,0.085821,30
31,600401.SH,20150120,8.6,8.85,8.4,8.77,8.53,0.24,2.81,593673.78,513637.44,20150120,1.8195,0.04390824707197338,20150120,600401,海润光伏,,2.854003,2.785685,0.05484,8e-05,600401.0,20150120,0.397139,0.623661,0.303898,0.014634,0.092354,0.088694,31
32,600401.SH,20150121,8.68,9.5,8.61,9.3,8.77,0.53,6.04,991325.35,905052.827,20150121,4.7449,0.017923232699425418,20150121,600401,海润光伏,,3.02648,2.954033,0.09158,7.9e-05,600401.0,20150121,0.400616,0.655022,0.324171,0.016966,0.105087,0.101478,32
33,600401.SH,20150122,9.21,9.79,9.18,9.37,9.3,0.07,0.75,835011.16,789584.174,20150122,0.5937,0.012143957332352517,20150122,600401,海润光伏,,3.04926,2.976268,0.07714,7.4e-05,600401.0,20150122,0.400418,0.655884,0.322677,0.016793,0.104121,0.100508,33
34,600401.SH,20150123,10.31,10.31,9.81,10.31,9.37,0.94,10.03,2652762.73,2722528.6,20150123,0.2518,-0.011269588708662015,20150123,600401,海润光伏,,3.355162,3.274848,0.24506,7.2e-05,600401.0,20150123,0.410876,0.653488,0.312515,0.01667,0.097666,0.094027,34
35,600401.SH,20150126,10.2,10.45,9.89,9.96,10.31,-0.35,-3.39,2302367.54,2320564.164,20150126,0.9374,0.019050132834510958,20150126,600401,海润光伏,,3.241262,3.163674,0.21269,6.8e-05,600401.0,20150126,0.412398,0.637775,0.304659,0.015953,0.092817,0.089159,35
36,600401.SH,20150127,9.78,9.93,8.97,9.1,9.96,-0.86,-8.63,2213255.0,2075855.657,20150127,-0.8933,0.005338546132126476,20150127,600401,海润光伏,,2.961394,2.890506,0.20446,6.7e-05,600401.0,20150127,0.42208,0.654793,0.30655,0.016838,0.093973,0.090319,36
37,600401.SH,20150128,8.9,8.95,8.57,8.65,9.1,-0.45,-4.95,1890035.36,1657763.483,20150128,-1.4084,-0.0023831673730033698,20150128,600401,海润光伏,,2.814951,2.747569,0.1746,6.5e-05,600401.0,20150128,0.424114,0.66075,0.30753,0.017093,0.094575,0.090924,37
38,600401.SH,20150129,8.7,8.81,8.47,8.5,8.65,-0.15,-1.73,1456848.87,1252178.835,20150129,-1.3139,-0.011460243618061972,20150129,600401,海润光伏,,2.766137,2.699923,0.13458,6.2e-05,600401.0,20150129,0.418219,0.643388,0.304062,0.01622,0.092454,0.088795,38
39,600401.SH,20150130,8.46,8.52,8.28,8.29,8.5,-0.21,-2.47,864651.98,725606.891,20150130,-1.5922,-0.011313223537124384,20150130,600401,海润光伏,,2.697797,2.633219,0.07988,6.1e-05,600401.0,20150130,0.419025,0.649455,0.307238,0.016622,0.094395,0.090743,39
0,600380.SH,20150122,7.7,7.89,7.67,7.74,7.62,0.12,1.57,202264.8,157133.678,20150122,0.5937,0.01114499762615595,20150122,600380,健康元,33.776004,1.829052,1.612958,0.01308,0.000172,600380.0,20150122,0.38218,0.824415,0.422384,0.026694,0.178408,0.175095,0
1,600380.SH,20150123,7.75,7.82,7.63,7.69,7.74,-0.05,-0.65,159625.56,123039.351,20150123,0.2518,-0.013847329216273296,20150123,600380,健康元,33.557813,1.817236,1.602538,0.01033,0.000164,600380.0,20150123,0.380132,0.812548,0.41629,0.025663,0.173298,0.169964,1
